flid;ord;ordflokkur;texti;fjoldi_risamalheild;fjoldi_ritmalssafn
58079;óræktarland;n;landsvæði sem hefur ekki verið ræktað, jörð sem hefur verið í vanhirðu;13;1
3655;atvinnuvegur;n;tegund starfsemi, s.s. iðnaður, landbúnaður, sjávarútvegur, ferðaþjónusta;1961;0
22391;igla;n;lítið dýr sem lifir í vatni, sumar tegundir þess sjúga blóð, blóðsuga;16;0
33850;rúmmetri;n;(teningslaga) rými sem er 1 metri á kant, teningsmetri;122;2
4877;barítón;n;söngvari með rödd á milli tenórs og bassa;309;6
46197;volk;n;hrakningar og erfiðleikar;204;0
13206;framkvæmdastjórn;n;það að stjórna framkvæmdum;17842;0
13206;framkvæmdastjórn;n;þeir sem stjórna framkvæmdum;17842;0
9688;einrúm;n;biðjast fyrir þar sem enginn annar er viðstaddur;61;0
45946;vitfirring;n;það að vera vitfirrtur, bilaður á geði, án skynsamrar hugsunar;109;0
13553;friðargæsla;n;skipulögð eftirlitsstarfsemi á ófriðarsvæði;253;6
3969;ádráttur;n;vilyrði;192;0
4133;ákúrur;n;aðfinnslur, ávítur, skammir;560;19
4491;ásökun;n;það að ásaka;2091;10
12979;fótakefli;n;... til hindrunar;273;0
37845;slökkvidæla;n;dæla sem slökkvilið notar til að dæla vatni eða öðru slökkviefni á eld;6;0
36516;skippund;n;mælieining fyrir þyngd, um 125 kg;49;0
21844;hvilft;n;stuttur skálarlaga dalur í fjallshlíð;312;0
28645;missögn;n;ónákvæm og í ýmsum atriðum röng frásaga;244;0
10559;farandsali;n;sá eða sú sem ferðast um og selur varning;20;0
29841;niðurkominn;adj;sem er á einhverjum stað;888;4
23459;karat;n;mælieining fyrir hreinleika gulls;47;0
23459;karat;n;mælieining fyrir þyngd gimsteina, 1 karat = 200 milligrömm;47;0
25136;kvíðbogi;n;kvíða framtíðinni;19;0
47956;þyngdarlögmál;n;lögmál eðlisfræðinnar sem lýsir aðdráttarafli massaeininga, kenning þess fyrst sett fram af Newton;36;0
43156;undirleitur;adj;feimnislegur og vandræðalegur;22;0
45630;viðvaningur;n;reynslulaus maður;179;0
24367;kollegi;n;starfsfélagi, vinnufélagi;2015;1
19048;herbergisfélagi;n;sá eða sú sem deilir herbergi með öðrum;286;5
27331;lævíslegur;adj;slóttugur, undirförull, lævís;1;1
28464;mildilegur;adj;blíðlegur, blíður;5;0
38796;sprelllifandi;adj;á lífi og hress;643;4
8121;deyfing;n;deyfilyf;95;0
9536;einhenda;v;fara í verkið af fullum krafti eða einbeitingu;793;0
35608;sjálfselska;n;það að vera sjálfselskur, eigingirni;274;0
26610;lífvana;adj;sem ekkert líf er í, dauður;413;0
26610;lífvana;adj;sem ekkert líf er í;413;0
10569;fararheill;n;gifta á ferðalögum;862;0
15748;gleðisnauður;adj;án nokkurrar gleði og ánægju;9;0
45611;viðundur;n;mjög undarlegur maður eða fyrirbæri;133;0
4913;barnahjálp;n;stofnun eða starfsemi til hjálpar börnum;1777;1
44050;útjaskaður;adj;kúguppgefinn, illa farinn;24;0
33102;rembingslegur;adj;drambsamur í fasi og framkomu;5;4
41472;teppa;n;það að allt situr fast, stífla;410;0
9364;eggvopn;n;vopn með hvassri skurðarbrún til að höggva og skera (og stinga);536;6
8330;dólgsháttur;n;það að vera dólgslegur, ruddalegur í hegðun og framkomu;28;4
29577;náttúrugreindur;adj;greindur að eðlisfari;10;0
8949;dyravarsla;n;það að dyravörður starfar við inngang;30;11
15183;geislavopn;n;vopn sem beinir skaðlegum geislum að fólki og umhverfi;13;2
47641;þröngsýnn;adj;sem skortir víðsýni og umburðarlyndi;117;0
37145;skrílslæti;n;hóphegðun með hávaða og skemmdarverkum, ólæti;264;7
45939;vit;n;skynsemi, hyggindi;20020;0
34931;seinþroska;adj;sem þroskast seint;273;0
15530;gjafvaxta;adj;komin á giftingaraldur;94;4
25244;kynsæll;adj;sem hefur eignast marga afkomendur;9;0
27764;markhópur;n;hópur sem markaðssetning, áróður eða fræðsla beinist að;1062;1
60967;útbreiðslusvæði;n;svæði þar sem dýr, gróður eða annað breiðist út ;427;0
22423;illmenni;n;maður sem hefur illt innræti, vondur maður;1224;0
19356;hégómlegur;adj;sem vill lyfta persónu sinni með lítilsverðum hlutum sem litlu máli skipta;99;0
4799;bandvitlaus;adj;mjög slæmur;33;0
12225;flóttamaður;n;sá sem neyðst hefur til að flýja heimkynni sín t.d. vegna stríðs, náttúruhamfara eða af stjórnmálaástæðum;2513;0
4799;bandvitlaus;adj;algjörlega stjórnlaus, óður;33;0
36029;skapgóður;adj;léttur í skapi, með þægilegt lunderni;375;3
2248;aðalmaður;n;fulltrúi í stjórn með fullt umboð;1347;0
9389;eigendaskipti;n;það að hlutur eða fyrirtæki skiptir um eiganda;2531;0
14049;fullfrískur;adj;sem er við góða heilsu;210;6
47916;þvælingur;n;það að flækjast um, flakk;62;0
28140;meinfyndinn;adj;hnyttinn og neyðarlega gamansamur;105;0
38076;snarræði;n;fljót viðbrögð;1105;0
25992;leiðarminni;n;stílbragð í bókmenntum notað um síendurtekið atriði;47;11
16201;góðviðriskafli;n;blítt og gott veður samfellt um nokkurt skeið;7;0
28945;mund;n;sá eða sú sem fer snemma á fætur kemur miklu í verk;5929;0
28945;mund;n;sá eða sú sem fer snemma á fætur kemur miklu í verk;5929;0
28945;mund;n;sá eða sú sem fer snemma á fætur kemur miklu í verk;5929;0
28945;mund;n;sá eða sú sem fer snemma á fætur kemur miklu í verk;5929;0
36733;skjögur;n;það að ganga óstöðugur;2;0
36733;skjögur;n;það að ganga óstöðugur;2;1
36733;skjögur;n;það að ganga óstöðugur;2;0
36733;skjögur;n;það að ganga óstöðugur;2;1
3198;ami;n;e-ð sem er til leiðinda eða óþæginda;733;0
11426;fínn;adj;það er snyrtilegt þar;6680;0
37030;skrauthvörf;n;stílbragð þar sem vægara eða fínlegra orð er notað í stað þess sem þykir dónalegt, ófínt eða illkvittið;38;2
54407;sjónskerðing;n;það að hafa skerta sjón;79;1
25045;kvennabósi;n;karlmaður sem skiptir oft um ástkonur en binst engri;163;6
15775;glens;n;vera með gamanyrði, fyndni;1464;0
15775;glens;n;það að spauga, gamansemi;1464;0
15775;glens;n;hafa orð á þessu í gríni, að gamni sínu;1464;0
20750;hráslagi;n;kuldi og raki;8;0
22027;hæðardrag;n;dálítil hækkun í landslagi;12;4
30773;orkuneysla;n;það að neyta orkugjafa, borða það sem orka er í;28;0
16868;grútarsál;n;mjög nískur maður, grútur;1;5
10827;fát;n;hún er slegin út af laginu, truflast dálitla stund;674;0
10827;fát;n;órólegur flýtir, vandræðagangur, fum;674;0
10827;fát;n;... í óðagoti, í stresskenndu viðbragði;674;0
51146;áróðursmaður;n;sá eða sú sem beitir áróðri;88;0
52461;mjólkurhvítur;adj;sem er hvítur eins og mjólk;13;0
6727;bráðinn;adj;í fljótandi ástandi af völdum hita;171;11
53181;slétthærður;adj;með slétt hár;3;4
20167;hlýr;adj;sem heldur úti kulda;5398;0
20167;hlýr;adj;vingjarnlegur;5398;0
5658;bíræfinn;adj;djarfur og ósvífinn;140;0
27866;maurapúki;n;mjög nískur maður, aurasál;2;0
30965;ófeiminn;adj;ekki feiminn, kjarkmikill;1013;3
36680;skjannabjartur;adj;skínandi bjartur;4;7
21094;hrókera;v;viðhafa lítt skilgreindar mannatilfærslur í félögum, fyrirtækjum og stofnunum;98;1
14652;gaggó;n;gagnfræðaskóli;478;1
7374;búa;v;hafa, lifa við fjárhagslegt öryggi ;235654;0
43563;uppskafningur;n;montinn og þóttafullur maður;23;0
28264;merkikerti;n;sá eða sú sem er merkilegur með sig;40;0
47118;þjóðfylking;n;víðtæk samtök í stjórnmálum ríkis;75;0
37605;slarksamur;adj;gefinn fyrir slark, óreglusamur;4;0
54418;málhljóð;n;einstakt hljóð í töluðu tungumáli;55;12
10007;elskur;adj;vinveittur, kær;295;0
34537;samverkamaður;n;samstarfmaður, sá sem vinnur við sama verk og einhver annar;717;0
55483;ríkisfyrirtæki;n;fyrirtæki í eigu ríkis;3728;4
25117;kviksetja;v;grafa (e-n) lifandi;29;0
56927;laxeldisstöð;n;staður þar sem laxar eru aldir upp;136;5
37505;skýstrókur;n;trektlaga ský sem myndast við mjög sterkan hvirfilvind í neðstu loftlögum, skýstrokkur;172;0
37696;sligaður;adj;sem ber of þunga byrði;34;0
19382;héralegur;adj;feiminn og óframfærinn;6;2
39248;stemmdur;adj;vera í miklum ham, vel upplagður;576;5
43445;upplagður;adj;vera í daufu ástandi eða skapi, líða ekki vel;482;0
40592;svell;n;frosið yfirborð á vatni eða votu yfirborði, mýri, vegi o.fl.;488;0
47585;þrúgaður;adj;þjakaður af e-u erfiðu eða þungu;24;2
44424;vandaður;adj;vel gerður og úr góðum efniviði;2679;0
44844;veðurlýsing;n;greining á tileknum þáttum veðurs á tilteknum stað (og tíma);26;3
44424;vandaður;adj;heiðarlegur og vandur að virðingu sinni;2679;0
47046;þíða;n;frostlaust hlýnandi veður;532;0
4424;ást;n;mikill kærleikur gagnvart annarri manneskju eða fyrirbæri;28894;0
50979;farða;v;mála andlit (e-s/sitt) með snyrtivörum;2180;0
47413;þreifa;v;finna leið sína með snertingu;2795;0
47413;þreifa;v;fara höndum um (e-ð), snerta (e-ð) í athugunarskyni;2795;0
47413;þreifa;v;kanna, athuga sölu á húsinu;2795;0
12147;flokkun;n;það að skipta e-u í flokka;7659;0
23644;keðjubréf;n;bréf sem sendandi óskar eftir að verði sent þriðja manni og þannig koll af kolli;54;1
29787;neytendaumbúðir;n;umbúðir utan um vöru í smáum einingum;257;5
34630;sannorður;adj;sem segir satt;35;0
24319;knörr;n;skip sérstakrar gerðar, breitt og borðhátt, til siglinga um úthaf;230;1
24319;knörr;n;skip;230;1
26824;ljótur;adj;ekki góður, slæmur, vondur;1866;0
54694;óvirðulega;adv;á óvirðulegan hátt;150;0
21094;hrókera;v;færa kónginn um tvo reiti og næsta hrók yfir á reit við hlið kóngsins;98;1
43576;uppslag;n;uppábrot;1;0
16340;grasbítur;n;dýr sem bíta gras, t.d. sauðfé, geitur og nautgripir;26;0
31882;patt;n;staða í tafli þar sem engum manni verður leikið lengur;63;5
35837;sjóvettlingur;n;belgvettlingur úr þæfðri ull með tveimur þumlum, einkum ætlaður sjómönnum;7;0
7265;brösóttur;adj;sem gengur illa, erfiður;20;0
47539;þrot;n;vera búinn með kraftana, vera örmagna;8857;0
47539;þrot;n;kartöflurnar eru búnar;8857;0
33870;rúskinn;n;skinn með holdrosa sem snýr út;60;6
16505;greindarvísitala;n;tala sem sýnir hlutfallslega mælda greind manns í samanburði við aðra;300;0
44126;útprjónaður;adj;með prjónuðu mynstri í öðrum lit, mynsturprjónaður;7;0
16040;glöggvun;n;það að fá skilning, skilningur;3;5
39388;stífing;n;það að stífa með stífelsi;8;2
27454;löturhægt;adv;óskaplega hægt;398;1
27846;matskeið;n;mælieining notuð í matargerð;1049;0
9516;einfaldur;adj;með eitt lag, ekki tvöfaldur;4717;0
11718;fjórfaldur;adj;margfaldaður með fjórum;675;0
9516;einfaldur;adj;ekki flókinn, aðgengilegur og auðveldur, í fáum liðum;4717;0
11718;fjórfaldur;adj;sem hefur með fernt af einhverju að gera;675;0
13771;frumbréf;n;upphafleg gerð bréfs;16;0
40780;svæfa;v;láta (barn) sofna með því t.d. að syngja vögguvísu;1955;0
40780;svæfa;v;láta (e-n) sofna með svæfingarlyfi;1955;0
40780;svæfa;v;þagga (e-ð) niður, láta (e-ð) gleymast;1955;0
46967;þiggja;v;taka við (e-u), taka (e-u) játandi;16060;0
7585;byrkningur;n;ein af fylkingum plönturíkisins: burknar, elftingar og jafnar;1;0
46967;þiggja;v;sagt þegar e-ð er afþakkað: nei takk;16060;0
55138;aftengja;v;rjúfa tengsl (e-s við e-ð);1321;7
22387;iðulega;adv;nánast alltaf;26624;0
4499;átaksverkefni;n;verk, viðfangsefni sem mikið afl og fjármunir er lagt í tímabundið;2210;2
13433;frátekinn;adj;undanskilinn;214;0
29311;naglfastur;adj;festur í vegg eða innréttingu (með nöglum eða skrúfum);21;0
6742;bráðum;adv;innan skamms tíma;7026;0
7782;daglangt;adv;allan daginn eða stóran hluta af deginum;675;23
16015;glæra;n;stök mynd í rafrænni kynningu, sem venjulega er varpað á tjald (skjá) með skjávarpa;282;0
34709;saxa;v;skera (e-ð) niður í litlar einingar;2074;0
24399;koma;n;tilkynna um heimsókn;1323664;0
24399;koma;n;það að koma, heimsókn;1323664;0
17411;haglegur;adj;gerður af hagleik;1;0
65104;vopnahléssamkomulag;n;samkomulag aðila sem eiga í stríði um að leggja tímabundið niður vopn;151;1
33121;renndur;adj;formaður í rennibekk;45;0
39283;steyttur;adj;sem er haldið ógnandi á lofti;33;0
39283;steyttur;adj;mulinn í mortéli;33;0
8149;dilla;v;sveifla (e-u) léttilega;869;0
55506;sárfeginn;adj;mjög feginn;2;0
42682;tyrfinn;adj;torskilinn, þunglamalegur;51;0
5955;blika;v;gefa frá sér ljósblik, endurvarpa ljósi;8112;0
41151;takmörkun;n;það að takamarka e-ð, skorður, höft;10187;0
20128;hlutsemi;n;afskiptasemi;1;0
41713;tilstuðlan;n;frumkvæði við framkvæmd e-s, tilstilli;4395;2
42248;treglega;adv;með tregðu;1140;0
51572;frostbitinn;adj;rauður eða blár (í andliti eða á höndum) af völdum frosts;2;0
19919;hliðrun;n;sýnileg tilfærsla fastastjarna á himnum (enska parallax);244;7
19919;hliðrun;n;tilfærsla, flutningur í ákveðna átt, þar sem hvorki er speglað né snúið;244;7
41179;talning;n;það að telja;2516;6
48056;æ;adv;sífellt, stöðugt;44773;0
30844;óbilandi;adj;sem ekki bregst eða bilar, traustur;2919;0
30765;orkubúskapur;n;framboð og nýting orku;67;13
30131;núna;adv;á þessum tímapunkti, nú;384451;0
58022;seðlabankastjóri;n;æðsti stjórnandi þjóðarbanka lands, seðlabanka;12479;2
42374;trúlofaður;adj;skuldbundinn til hjónabands;420;0
15295;gerónýtur;adj;alveg ónýtur;109;1
56825;kvöldstund;n;afmarkaður tími að kvöldlagi;3242;0
42065;torfa;n;bæja- eða húsaþyrping;3830;0
9516;einfaldur;adj;sem auðvelt er að blekkja, vitgrannur, grandalaus;4717;0
14369;fyrirhleðsla;n;stíflugarður;26;0
46035;víggirðing;n;varnargarður og annar búnaður til að verjast óvinum;27;0
39025;standard;n;þrep á gæðum, gæðastig;11157;1
39025;standard;n;þrep á gæðum, gæðastig;11157;0
39025;standard;n;þrep á gæðum, gæðastig;11157;1
39025;standard;n;þrep á gæðum, gæðastig;11157;0
57117;lífsgáta;n;spurningin um tilgang og eðli lífsins;5;0
16797;gruggugur;adj;óhreinn, með dreggjum eða botnfalli;57;0
16797;gruggugur;adj;óheiðarlegur, sviksamlegur;57;0
41603;tilfinningasemi;n;það að vera tilfinningasamur;819;0
37485;skýjaþykkni;n;þétt ský, alskýjaður himinn;40;5
4469;ástsæll;adj;vinsæll, vel þokkaður;125;0
9421;eignarfornafn;n;fornafnið 'minn', 'þinn', 'sinn';15;9
27286;læknisvitjun;n;heimsókn læknis til sjúklings;45;5
35983;skammstafa;v;stytta rituð orð, t.d. SÞ fyrir Sameinuðu þjóðirnar;61;0
4279;árangursríkur;adj;sem skilar góðum árangri eða niðurstöðu;360;8
24056;klakki;n;hávaxinn skýjabólstur, rismikið éljaský;525;0
15845;glit;n;ljómi, glampi;176;0
27863;mauksoðinn;adj;soðinn í mauk, soðinn of/mjög lengi;7;3
61118;hárgreiða;n;snyrtiáhald með tönnum sem rennt er í gegnum hár, greiða;4;0
10534;fannbarinn;adj;þakinn snjó eftir ákafa snjókomu;10;0
56390;flauelsjakki;n;jakki úr flauelsefni;6;1
58505;sársaukastuna;n;stuna sem lýsir sársauka, kvöl;3;3
58048;blástursop;n;op ofan á höfði hvala sem þeir anda að sér lofti í gegnum;5;1
56742;kraftleysi;n;mjög lítill kraftur;112;5
26601;lífsviðurværi;n;matur og annað sem þarf til að lifa af;1742;0
27637;mannréttindabrot;n;misgerð gegn grundvallarrétti manns til frelsis, öryggis og jafnræðis;5322;5
11001;ferhyrndur;adj;með fjögur horn;68;0
20209;hnattlaga;adj;í laginu eins og kúla, hnöttóttur;42;4
30765;orkubúskapur;n;fæðuöflun og nýting fæðunnar;67;13
58040;tilfinningaofsi;n;mikill hiti í tilfinningunum, ákafar tilfinningar;1;1
42666;tvöföldun;n;það að tvöfalda e-ð;6607;0
24603;krapaelgur;n;djúpt og vatnsblandað krap;8;0
34109;saggi;n;raki (í húsum);41;0
25949;leðja;n;mjög blaut moldar- eða sandblanda, eðja, aur;226;0
32756;raunverulegur;adj;sem er einhvern veginn háttað í raun og veru;6242;0
60614;barrfinka;n;lítill grængulur spörfugl, flækingur á Íslandi;23;1
41697;tilræðismaður;n;maður sem ætlar sér að fremja morð eða hermdarverk;122;4
8226;djúpfiskur;n;fiskur sem lifir á miklu dýpi;6;0
55676;steingólf;n;gólf úr steini;126;0
60664;bandormur;n;omur sem er sníkill í mönnum og dýrum;529;0
46685;ýsuflak;n;snyrtilega skorinn fiskvöðvi úr ýsu án beina;42;1
31103;óheftur;adj;óhindraður, óþvingaður;518;0
59698;starfsandi;n;sá andi sem ríkir meðal starfsmanna á vinnustað;414;1
42065;torfa;n;vera fastbundinn heimahögunum;3830;0
42065;torfa;n;gróin spilda umlukin ógrónu landi;3830;0
42065;torfa;n;lengja af grassverði rist eða skorin, grastorfa;3830;0
4743;ballett;n;listrænn, agaður dans, listdans;2021;13
42065;torfa;n;fiskvaða, margir fiskar í hóp;3830;0
18317;hávaðasamur;adj;sem hefur mjög hátt;120;0
39671;stórhrifinn;adj;mjög hrifinn;106;5
39660;stórfínn;adj;mjög góður, ágætur;60;1
14685;gagnkvæmur;adj;sem verkar í báðar áttir;1531;0
15295;gerónýtur;adj;mjög lélegur;109;1
58380;tenórrödd;n;söngrödd karls á efsta tónsviði;337;3
58314;stelpurófa;n;gæluorð um stelpu;7;1
49170;sýndarveruleiki;n;tölvvulíkan sem líkir eftir afmörkuðum sviðum veruleikans;332;3
27914;málband;n;band eða renningur með mælikvarða á;120;0
52488;margskiptur;adj;sem skiptist í marga hluta, í mörgum hlutum;32;0
35436;síður;adj;samkvæmiskjóll;199379;0
58306;ofsarok;n;mjög mikill vindur;60;0
31045;ógilding;n;það að nema e-ð úr gildi;827;5
35436;síður;adj;sem nær langt niður;199379;0
61128;hálskragi;n;laus kragi sem hafður er um hálsinn, sér til hita eða stuðnings;18;0
29971;norðanlands;adv;á landinu norðanverðu;4277;2
29355;nauðaómerkilegur;adj;mjög ómerkilegur, mjög lítilsverður;26;5
35337;simpill;adj;ómerkilegur, lélegur;3;0
18370;hefnigjarn;adj;sem fyrirgefur ógjarnan misgjörðir og vill hefna þeirra;61;0
18674;heimferð;n;ferð heim;847;0
28925;mótun;n;það að móta e-ð, myndun;13232;6
29034;myglaður;adj;grænn af völdum myglu;47;0
61141;bukkur;n;karldýr hjartardýra (af ætkvísl Cervus);2;0
28925;mótun;n;það að vinna að e-u, gerð, vinnsla;13232;6
56391;rúskinnsjakki;n;jakki úr rúskinni;7;1
33370;rispaður;adj;með rispum;134;2
10211;epískur;adj;með söguþræði, sem segir e-a sögu;46;0
39734;stóumaður;n;maður sem aðhyllist stóuspeki;7;5
14036;fuglavinur;n;sá eða sú sem er vinveittur fuglum, hrifinn af fuglum;87;6
16186;góðmenni;n;góður og ljúfur maður;505;0
47818;þver;adj;hornrétt á langhlið e-s;852;0
61153;klukka;v;snerta (e-n) í leik til merkis um að hann hafi náðst;1077;6
28421;miðsvæðis;adv;nálægt miðju;2694;0
15845;glit;n;íofið eða ísaumað glitrandi skraut;176;0
15845;glit;n;glitvefnaður, glitsaumur;176;0
10753;fáfróður;adj;illa að sér;157;0
20117;hlutlaus;adj;ekki afgerandi eða áberandi, mildur;3941;0
35737;sjóleiðis;adv;sem fluttur er með bát, skipi;487;2
6839;breskur;adj;frá Bretlandi;6019;0
55845;hefðarmær;n;ung og ógift hefðarkona;9;5
23008;japanskur;adj;frá Japan;1607;0
